time,active_connections,app,cpu,cpu_temperature,disk_read_bytes,disk_usage_percent,disk_write_bytes,health_status,load_avg_15m,load_avg_1m,load_avg_5m,memory,network_recv_bytes,network_sent_bytes,process_count,response_time,thread_count,timestamp,uptime_seconds
2025-03-18T18:38:15.017727Z,6,service2,1.3,0.0,8751379456,0.3,8072949760,Warning,0.0439453125,0.1240234375,0.0537109375,18.7,72231,107305,1,1646.082878112793,3,2025-03-18T18:38:15.015680,68413.0150308609
2025-03-18T18:38:15.457230Z,5,service2,1.1,0.0,8751379456,0.3,8073011200,Warning,0.0439453125,0.1240234375,0.0537109375,18.7,73488,109648,1,1723.433256149292,2,2025-03-18T18:38:15.455365,68413.45464372635
2025-03-18T18:38:15.712358Z,8,service1,0.8,0.0,8751379456,0.3,8073011200,Healthy,0.0439453125,0.1240234375,0.0537109375,18.7,73542,106717,1,1869.7009086608887,5,2025-03-18T18:38:15.710250,68413.70949554443
2025-03-18T18:38:16.132358Z,7,service1,0.3,0.0,8751379456,0.3,8073011200,Warning,0.0439453125,0.1240234375,0.0537109375,18.7,74192,108525,1,1827.2898197174072,4,2025-03-18T18:38:16.130599,68414.12986183167
2025-03-18T18:38:16.216696Z,6,service1,0.4,0.0,8751379456,0.3,8073011200,Critical,0.0439453125,0.1240234375,0.0537109375,18.7,74842,110333,1,1297.4748611450195,3,2025-03-18T18:38:16.214527,68414.21376609802
2025-03-18T18:38:16.953560Z,6,service1,0.4,0.0,8751379456,0.3,8073011200,Healthy,0.0439453125,0.1240234375,0.0537109375,18.7,76468,112822,1,1293.9698696136475,3,2025-03-18T18:38:16.951800,68414.95115113258
2025-03-18T18:38:18.409937Z,6,service2,0.3,0.0,8751379456,0.3,8073011200,Critical,0.0439453125,0.1240234375,0.0537109375,18.7,75490,112273,1,2124.8185634613037,3,2025-03-18T18:38:18.408024,68415.40737009048
2025-03-18T18:38:18.455611Z,6,service1,0.6,0.0,8751379456,0.3,8073011200,Critical,0.0439453125,0.1240234375,0.0537109375,18.7,77487,114770,1,1829.9705982208252,3,2025-03-18T18:38:18.453672,68415.45269703865
2025-03-18T18:38:21.036138Z,7,service2,0.7,0.0,8751379456,0.3,8073060352,Critical,0.04345703125,0.11376953125,0.052734375,18.6,78116,115628,1,2707.1995735168457,4,2025-03-18T18:38:21.034283,68418.03347659111
2025-03-18T18:38:21.114054Z,5,service1,0.6,0.0,8751379456,0.3,8073060352,Warning,0.04345703125,0.11376953125,0.052734375,18.6,80108,118571,1,2784.7325801849365,2,2025-03-18T18:38:21.112029,68418.11132764816
2025-03-18T18:38:21.512862Z,6,service2,0.6,0.0,8751379456,0.3,8073060352,Warning,0.04345703125,0.11376953125,0.052734375,18.6,78766,117440,1,1299.4725704193115,3,2025-03-18T18:38:21.511131,68418.51047325134
2025-03-18T18:38:22.375512Z,9,service2,0.8,0.0,8751379456,0.3,8073060352,Warning,0.04345703125,0.11376953125,0.052734375,18.6,80897,119810,1,1576.9379138946533,6,2025-03-18T18:38:22.373687,68419.37286949158
2025-03-18T18:38:22.607309Z,8,service1,0.7,0.0,8751379456,0.3,8073060352,Healthy,0.04345703125,0.11376953125,0.052734375,18.6,82243,120941,1,1413.0299091339111,5,2025-03-18T18:38:22.605607,68419.60496520996
2025-03-18T18:38:23.103954Z,8,service2,0.9,0.0,8751379456,0.3,8073060352,Healthy,0.04345703125,0.11376953125,0.052734375,18.6,81547,121620,1,1489.9797439575195,5,2025-03-18T18:38:23.102083,68420.10141658783
2025-03-18T18:38:23.498721Z,7,service1,1.1,0.0,8751379456,0.3,8073060352,Healthy,0.04345703125,0.11376953125,0.052734375,18.6,83500,123290,1,1448.7638473510742,4,2025-03-18T18:38:23.496688,68420.49594807625
2025-03-18T18:38:23.505883Z,7,service2,1.2,0.0,8751379456,0.3,8073060352,Warning,0.04345703125,0.11376953125,0.052734375,18.6,82197,123430,1,1758.8207721710205,4,2025-03-18T18:38:23.503534,68420.50273323059
2025-03-18T18:38:23.636911Z,6,service1,1.0,0.0,8751379456,0.3,8073060352,Critical,0.04345703125,0.11376953125,0.052734375,18.6,84150,125100,1,1993.2937622070312,3,2025-03-18T18:38:23.634941,68420.6342432499
2025-03-18T18:38:23.668173Z,7,service2,1.1,0.0,8751379456,0.3,8073060352,Healthy,0.04345703125,0.11376953125,0.052734375,18.6,83218,125380,1,1471.458911895752,4,2025-03-18T18:38:23.666067,68420.66520857811
2025-03-18T18:38:23.777568Z,5,service1,1.3,0.0,8751379456,0.3,8073060352,Critical,0.04345703125,0.11376953125,0.052734375,18.6,84800,126910,1,1519.597053527832,2,2025-03-18T18:38:23.775791,68420.7751634121
2025-03-18T18:38:23.826446Z,6,service2,1.5,0.0,8751379456,0.3,8073060352,Healthy,0.04345703125,0.11376953125,0.052734375,18.6,83868,127188,1,1494.5828914642334,3,2025-03-18T18:38:23.824665,68420.82402324677
2025-03-18T18:38:25.535904Z,7,service2,0.6,0.0,8751379456,0.3,8073080832,Critical,0.04345703125,0.11376953125,0.052734375,18.6,86610,130730,1,1882.765531539917,4,2025-03-18T18:38:25.534043,68422.53337931633
2025-03-18T18:38:25.750938Z,8,service1,0.4,0.0,8751379456,0.3,8073113600,Warning,0.04345703125,0.11376953125,0.052734375,18.6,87541,129817,1,1367.9373264312744,5,2025-03-18T18:38:25.749183,68422.74851608276
2025-03-18T18:38:25.889742Z,6,service2,0.4,0.0,8751379456,0.3,8073113600,Critical,0.048828125,0.18505859375,0.06884765625,18.6,87260,132540,1,1791.0645008087158,3,2025-03-18T18:38:25.887953,68422.88728427887
2025-03-18T18:38:25.896147Z,7,service1,0.4,0.0,8751379456,0.3,8073113600,Critical,0.048828125,0.18505859375,0.06884765625,18.6,88191,131627,1,1245.9239959716797,4,2025-03-18T18:38:25.893680,68422.89273738861
2025-03-18T18:38:26.665251Z,6,service2,0.3,0.0,8751379456,0.3,8073113600,Healthy,0.048828125,0.18505859375,0.06884765625,18.6,88910,135218,1,1850.9023189544678,3,2025-03-18T18:38:26.663066,68423.6623210907
2025-03-18T18:38:27.010197Z,7,service1,0.7,0.0,8751379456,0.3,8073113600,Critical,0.048828125,0.18505859375,0.06884765625,18.6,89822,134118,1,1880.3210258483887,4,2025-03-18T18:38:27.008315,68424.00765562057
2025-03-18T18:38:27.202459Z,6,service1,0.9,0.0,8751379456,0.3,8073113600,Critical,0.048828125,0.18505859375,0.06884765625,18.6,90472,135930,1,1906.5930843353271,3,2025-03-18T18:38:27.200114,68424.19935107231
2025-03-18T18:38:27.790964Z,5,service1,0.7,0.0,8751379456,0.3,8073113600,Warning,0.048828125,0.18505859375,0.06884765625,18.6,91751,138468,1,1541.6333675384521,2,2025-03-18T18:38:27.788573,68424.78762602806
2025-03-18T18:38:28.041445Z,5,service2,0.8,0.0,8751379456,0.3,8073113600,Warning,0.048828125,0.18505859375,0.06884765625,18.6,90774,138104,1,1792.957067489624,2,2025-03-18T18:38:28.038295,68425.03730416298
2025-03-18T18:38:29.922041Z,5,service1,0.5,0.0,8751379456,0.3,8073113600,Critical,0.048828125,0.18505859375,0.06884765625,18.6,95198,142574,1,1604.2115688323975,2,2025-03-18T18:38:29.919391,68426.91853165627
2025-03-18T18:38:30.717558Z,6,service2,0.8,0.0,8751379456,0.3,8073113600,Critical,0.048828125,0.18505859375,0.06884765625,18.6,94592,142348,1,1387.9334926605225,3,2025-03-18T18:38:30.715450,68427.7147500515
2025-03-18T18:38:32.054622Z,6,service2,0.3,0.0,8751379456,0.3,8073146368,Healthy,0.04833984375,0.169921875,0.0673828125,18.7,96220,144837,1,1270.5154418945312,3,2025-03-18T18:38:32.052712,68429.05202841759
2025-03-18T18:38:32.314535Z,6,service1,0.3,0.0,8751387648,0.3,8073211904,Critical,0.04833984375,0.169921875,0.0673828125,18.7,97928,145931,1,1243.868112564087,3,2025-03-18T18:38:32.312454,68429.3118276596
2025-03-18T18:38:32.368117Z,6,service2,0.5,0.0,8751387648,0.3,8073211904,Healthy,0.04833984375,0.169921875,0.0673828125,18.7,97241,146785,1,1805.3302764892578,3,2025-03-18T18:38:32.366062,68429.36537313461
